时间段(Epoch),分期阶段代码,对应睡眠状态
201,0,Wake(清醒)
202,0,Wake(清醒)
203,0,Wake(清醒)
204,0,Wake(清醒)
205,0,Wake(清醒)
206,0,Wake(清醒)
207,0,Wake(清醒)
208,0,Wake(清醒)
209,0,Wake(清醒)
210,0,Wake(清醒)
211,0,Wake(清醒)
212,0,Wake(清醒)
213,0,Wake(清醒)
214,0,Wake(清醒)
215,0,Wake(清醒)
216,0,Wake(清醒)
217,0,Wake(清醒)
218,0,Wake(清醒)
219,0,Wake(清醒)
220,0,Wake(清醒)
221,0,Wake(清醒)
222,0,Wake(清醒)
223,0,Wake(清醒)
224,0,Wake(清醒)
225,0,Wake(清醒)
226,0,Wake(清醒)
227,0,Wake(清醒)
228,0,Wake(清醒)
229,0,Wake(清醒)
230,0,Wake(清醒)
231,0,Wake(清醒)
232,0,Wake(清醒)
233,0,Wake(清醒)
234,0,Wake(清醒)
235,0,Wake(清醒)
236,0,Wake(清醒)
237,0,Wake(清醒)
238,0,Wake(清醒)
239,0,Wake(清醒)
240,0,Wake(清醒)
241,0,Wake(清醒)
242,0,Wake(清醒)
243,0,Wake(清醒)
244,0,Wake(清醒)
245,0,Wake(清醒)
246,0,Wake(清醒)
247,0,Wake(清醒)
248,0,Wake(清醒)
249,0,Wake(清醒)
250,0,Wake(清醒)
251,0,Wake(清醒)
252,0,Wake(清醒)
253,0,Wake(清醒)
254,0,Wake(清醒)
255,0,Wake(清醒)
256,0,Wake(清醒)
257,0,Wake(清醒)
258,0,Wake(清醒)
259,0,Wake(清醒)
260,0,Wake(清醒)
261,0,Wake(清醒)
262,0,Wake(清醒)
263,0,Wake(清醒)
264,0,Wake(清醒)
265,0,Wake(清醒)
266,0,Wake(清醒)
267,0,Wake(清醒)
268,0,Wake(清醒)
269,0,Wake(清醒)
270,0,Wake(清醒)
271,0,Wake(清醒)
272,0,Wake(清醒)
273,0,Wake(清醒)
274,0,Wake(清醒)
275,0,Wake(清醒)
276,0,Wake(清醒)
277,0,Wake(清醒)
278,0,Wake(清醒)
279,0,Wake(清醒)
280,0,Wake(清醒)
281,0,Wake(清醒)
282,0,Wake(清醒)
283,0,Wake(清醒)
284,0,Wake(清醒)
285,0,Wake(清醒)
286,0,Wake(清醒)
287,0,Wake(清醒)
288,0,Wake(清醒)
289,0,Wake(清醒)
290,0,Wake(清醒)
291,0,Wake(清醒)
292,0,Wake(清醒)
293,0,Wake(清醒)
294,0,Wake(清醒)
295,0,Wake(清醒)
296,0,Wake(清醒)
297,0,Wake(清醒)
298,0,Wake(清醒)
299,0,Wake(清醒)
300,0,Wake(清醒)
301,0,Wake(清醒)
302,0,Wake(清醒)
303,0,Wake(清醒)
304,0,Wake(清醒)
305,0,Wake(清醒)
306,0,Wake(清醒)
307,0,Wake(清醒)
308,0,Wake(清醒)
309,0,Wake(清醒)
310,0,Wake(清醒)
311,0,Wake(清醒)
312,0,Wake(清醒)
313,0,Wake(清醒)
314,0,Wake(清醒)
315,0,Wake(清醒)
316,0,Wake(清醒)
317,0,Wake(清醒)
318,0,Wake(清醒)
319,0,Wake(清醒)
320,0,Wake(清醒)
321,0,Wake(清醒)
322,0,Wake(清醒)
323,0,Wake(清醒)
324,0,Wake(清醒)
325,0,Wake(清醒)
326,0,Wake(清醒)
327,0,Wake(清醒)
328,0,Wake(清醒)
329,0,Wake(清醒)
330,0,Wake(清醒)
331,0,Wake(清醒)
332,0,Wake(清醒)
333,0,Wake(清醒)
334,0,Wake(清醒)
335,0,Wake(清醒)
336,0,Wake(清醒)
337,0,Wake(清醒)
338,0,Wake(清醒)
339,0,Wake(清醒)
340,0,Wake(清醒)
341,0,Wake(清醒)
342,0,Wake(清醒)
343,0,Wake(清醒)
344,0,Wake(清醒)
345,0,Wake(清醒)
346,0,Wake(清醒)
347,0,Wake(清醒)
348,0,Wake(清醒)
349,0,Wake(清醒)
350,0,Wake(清醒)
351,0,Wake(清醒)
352,0,Wake(清醒)
353,0,Wake(清醒)
354,0,Wake(清醒)
355,0,Wake(清醒)
356,0,Wake(清醒)
357,0,Wake(清醒)
358,0,Wake(清醒)
359,0,Wake(清醒)
360,0,Wake(清醒)
361,0,Wake(清醒)
362,0,Wake(清醒)
363,0,Wake(清醒)
364,0,Wake(清醒)
365,0,Wake(清醒)
366,0,Wake(清醒)
367,0,Wake(清醒)
368,0,Wake(清醒)
369,0,Wake(清醒)
370,0,Wake(清醒)
371,0,Wake(清醒)
372,0,Wake(清醒)
373,0,Wake(清醒)
374,0,Wake(清醒)
375,0,Wake(清醒)
376,0,Wake(清醒)
377,0,Wake(清醒)
378,0,Wake(清醒)
379,0,Wake(清醒)
380,0,Wake(清醒)
381,0,Wake(清醒)
382,0,Wake(清醒)
383,0,Wake(清醒)
384,0,Wake(清醒)
385,0,Wake(清醒)
386,0,Wake(清醒)
387,0,Wake(清醒)
388,0,Wake(清醒)
389,0,Wake(清醒)
390,0,Wake(清醒)
391,0,Wake(清醒)
392,0,Wake(清醒)
393,0,Wake(清醒)
394,0,Wake(清醒)
395,0,Wake(清醒)
396,0,Wake(清醒)
397,0,Wake(清醒)
398,0,Wake(清醒)
399,0,Wake(清醒)
400,0,Wake(清醒)
401,0,Wake(清醒)
402,0,Wake(清醒)
403,0,Wake(清醒)
404,0,Wake(清醒)
405,0,Wake(清醒)
406,0,Wake(清醒)
407,0,Wake(清醒)
408,0,Wake(清醒)
409,0,Wake(清醒)
410,0,Wake(清醒)
411,0,Wake(清醒)
412,0,Wake(清醒)
413,0,Wake(清醒)
414,0,Wake(清醒)
415,0,Wake(清醒)
416,0,Wake(清醒)
417,0,Wake(清醒)
418,0,Wake(清醒)
419,0,Wake(清醒)
420,0,Wake(清醒)
421,0,Wake(清醒)
422,0,Wake(清醒)
423,0,Wake(清醒)
424,0,Wake(清醒)
425,0,Wake(清醒)
426,0,Wake(清醒)
427,0,Wake(清醒)
428,0,Wake(清醒)
429,0,Wake(清醒)
430,0,Wake(清醒)
431,0,Wake(清醒)
432,0,Wake(清醒)
433,0,Wake(清醒)
434,0,Wake(清醒)
435,0,Wake(清醒)
436,0,Wake(清醒)
437,0,Wake(清醒)
438,0,Wake(清醒)
439,0,Wake(清醒)
440,0,Wake(清醒)
441,0,Wake(清醒)
442,0,Wake(清醒)
443,0,Wake(清醒)
444,0,Wake(清醒)
445,0,Wake(清醒)
446,0,Wake(清醒)
447,0,Wake(清醒)
448,0,Wake(清醒)
449,0,Wake(清醒)
450,0,Wake(清醒)
451,0,Wake(清醒)
452,0,Wake(清醒)
453,0,Wake(清醒)
454,0,Wake(清醒)
455,0,Wake(清醒)
456,0,Wake(清醒)
457,0,Wake(清醒)
458,0,Wake(清醒)
459,0,Wake(清醒)
460,0,Wake(清醒)
461,0,Wake(清醒)
462,0,Wake(清醒)
463,0,Wake(清醒)
464,0,Wake(清醒)
465,0,Wake(清醒)
466,0,Wake(清醒)
467,0,Wake(清醒)
468,0,Wake(清醒)
469,0,Wake(清醒)
470,0,Wake(清醒)
471,0,Wake(清醒)
472,0,Wake(清醒)
473,0,Wake(清醒)
474,0,Wake(清醒)
475,0,Wake(清醒)
476,0,Wake(清醒)
477,0,Wake(清醒)
478,0,Wake(清醒)
479,0,Wake(清醒)
480,0,Wake(清醒)
481,0,Wake(清醒)
482,0,Wake(清醒)
483,0,Wake(清醒)
484,0,Wake(清醒)
485,0,Wake(清醒)
486,0,Wake(清醒)
487,0,Wake(清醒)
488,0,Wake(清醒)
489,0,Wake(清醒)
490,0,Wake(清醒)
491,0,Wake(清醒)
492,0,Wake(清醒)
493,0,Wake(清醒)
494,0,Wake(清醒)
495,0,Wake(清醒)
496,0,Wake(清醒)
497,0,Wake(清醒)
498,0,Wake(清醒)
499,0,Wake(清醒)
500,0,Wake(清醒)
501,0,Wake(清醒)
502,0,Wake(清醒)
503,0,Wake(清醒)
504,0,Wake(清醒)
505,0,Wake(清醒)
506,0,Wake(清醒)
507,0,Wake(清醒)
508,0,Wake(清醒)
509,0,Wake(清醒)
510,0,Wake(清醒)
511,0,Wake(清醒)
512,0,Wake(清醒)
513,0,Wake(清醒)
514,0,Wake(清醒)
515,0,Wake(清醒)
516,0,Wake(清醒)
517,0,Wake(清醒)
518,0,Wake(清醒)
519,0,Wake(清醒)
520,0,Wake(清醒)
521,0,Wake(清醒)
522,0,Wake(清醒)
523,0,Wake(清醒)
524,0,Wake(清醒)
525,0,Wake(清醒)
526,0,Wake(清醒)
527,0,Wake(清醒)
528,0,Wake(清醒)
529,0,Wake(清醒)
530,0,Wake(清醒)
531,0,Wake(清醒)
532,0,Wake(清醒)
533,0,Wake(清醒)
534,0,Wake(清醒)
535,0,Wake(清醒)
536,0,Wake(清醒)
537,0,Wake(清醒)
538,0,Wake(清醒)
539,0,Wake(清醒)
540,0,Wake(清醒)
541,0,Wake(清醒)
542,0,Wake(清醒)
543,0,Wake(清醒)
544,0,Wake(清醒)
545,0,Wake(清醒)
546,0,Wake(清醒)
547,0,Wake(清醒)
548,0,Wake(清醒)
549,0,Wake(清醒)
550,0,Wake(清醒)
551,0,Wake(清醒)
552,0,Wake(清醒)
553,0,Wake(清醒)
554,0,Wake(清醒)
555,0,Wake(清醒)
556,0,Wake(清醒)
557,0,Wake(清醒)
558,0,Wake(清醒)
559,0,Wake(清醒)
560,0,Wake(清醒)
561,0,Wake(清醒)
562,0,Wake(清醒)
563,0,Wake(清醒)
564,0,Wake(清醒)
565,0,Wake(清醒)
566,0,Wake(清醒)
567,0,Wake(清醒)
568,0,Wake(清醒)
569,0,Wake(清醒)
570,0,Wake(清醒)
571,0,Wake(清醒)
572,0,Wake(清醒)
573,0,Wake(清醒)
574,0,Wake(清醒)
575,0,Wake(清醒)
576,0,Wake(清醒)
577,0,Wake(清醒)
578,0,Wake(清醒)
579,0,Wake(清醒)
580,0,Wake(清醒)
581,0,Wake(清醒)
582,0,Wake(清醒)
583,0,Wake(清醒)
584,0,Wake(清醒)
585,0,Wake(清醒)
586,0,Wake(清醒)
587,0,Wake(清醒)
588,0,Wake(清醒)
589,0,Wake(清醒)
590,0,Wake(清醒)
591,0,Wake(清醒)
592,0,Wake(清醒)
593,0,Wake(清醒)
594,0,Wake(清醒)
595,0,Wake(清醒)
596,0,Wake(清醒)
597,0,Wake(清醒)
598,0,Wake(清醒)
599,0,Wake(清醒)
600,0,Wake(清醒)
601,0,Wake(清醒)
602,0,Wake(清醒)
603,0,Wake(清醒)
604,0,Wake(清醒)
605,0,Wake(清醒)
606,0,Wake(清醒)
607,0,Wake(清醒)
608,0,Wake(清醒)
609,0,Wake(清醒)
610,0,Wake(清醒)
611,0,Wake(清醒)
612,0,Wake(清醒)
613,0,Wake(清醒)
614,0,Wake(清醒)
615,0,Wake(清醒)
616,0,Wake(清醒)
617,0,Wake(清醒)
618,0,Wake(清醒)
619,0,Wake(清醒)
620,0,Wake(清醒)
621,0,Wake(清醒)
622,0,Wake(清醒)
623,0,Wake(清醒)
624,0,Wake(清醒)
625,0,Wake(清醒)
626,0,Wake(清醒)
627,0,Wake(清醒)
628,0,Wake(清醒)
629,0,Wake(清醒)
630,0,Wake(清醒)
631,0,Wake(清醒)
632,0,Wake(清醒)
633,0,Wake(清醒)
634,0,Wake(清醒)
635,0,Wake(清醒)
636,0,Wake(清醒)
637,0,Wake(清醒)
638,0,Wake(清醒)
639,0,Wake(清醒)
640,0,Wake(清醒)
641,0,Wake(清醒)
642,0,Wake(清醒)
643,0,Wake(清醒)
644,0,Wake(清醒)
645,0,Wake(清醒)
646,0,Wake(清醒)
647,0,Wake(清醒)
648,0,Wake(清醒)
649,0,Wake(清醒)
650,0,Wake(清醒)
651,0,Wake(清醒)
652,0,Wake(清醒)
653,0,Wake(清醒)
654,0,Wake(清醒)
655,0,Wake(清醒)
656,0,Wake(清醒)
657,0,Wake(清醒)
658,0,Wake(清醒)
659,0,Wake(清醒)
660,0,Wake(清醒)
661,0,Wake(清醒)
662,0,Wake(清醒)
663,0,Wake(清醒)
664,0,Wake(清醒)
665,0,Wake(清醒)
666,0,Wake(清醒)
667,0,Wake(清醒)
668,0,Wake(清醒)
669,0,Wake(清醒)
670,0,Wake(清醒)
671,0,Wake(清醒)
672,0,Wake(清醒)
673,0,Wake(清醒)
674,0,Wake(清醒)
675,0,Wake(清醒)
676,0,Wake(清醒)
677,0,Wake(清醒)
678,0,Wake(清醒)
679,0,Wake(清醒)
680,0,Wake(清醒)
681,0,Wake(清醒)
682,0,Wake(清醒)
683,0,Wake(清醒)
684,0,Wake(清醒)
685,0,Wake(清醒)
686,0,Wake(清醒)
687,0,Wake(清醒)
688,0,Wake(清醒)
689,0,Wake(清醒)
690,0,Wake(清醒)
691,0,Wake(清醒)
692,0,Wake(清醒)
693,0,Wake(清醒)
694,0,Wake(清醒)
695,0,Wake(清醒)
696,0,Wake(清醒)
697,0,Wake(清醒)
698,0,Wake(清醒)
699,0,Wake(清醒)
700,0,Wake(清醒)
701,0,Wake(清醒)
702,0,Wake(清醒)
703,0,Wake(清醒)
704,0,Wake(清醒)
705,0,Wake(清醒)
706,0,Wake(清醒)
707,0,Wake(清醒)
708,0,Wake(清醒)
709,0,Wake(清醒)
710,0,Wake(清醒)
711,0,Wake(清醒)
712,0,Wake(清醒)
713,0,Wake(清醒)
714,0,Wake(清醒)
715,0,Wake(清醒)
716,0,Wake(清醒)
717,0,Wake(清醒)
718,0,Wake(清醒)
719,0,Wake(清醒)
720,0,Wake(清醒)
721,0,Wake(清醒)
722,0,Wake(清醒)
723,0,Wake(清醒)
724,0,Wake(清醒)
725,0,Wake(清醒)
726,0,Wake(清醒)
727,0,Wake(清醒)
728,0,Wake(清醒)
729,0,Wake(清醒)
730,0,Wake(清醒)
731,0,Wake(清醒)
732,0,Wake(清醒)
733,0,Wake(清醒)
734,0,Wake(清醒)
735,0,Wake(清醒)
736,0,Wake(清醒)
737,0,Wake(清醒)
738,0,Wake(清醒)
739,0,Wake(清醒)
740,0,Wake(清醒)
741,0,Wake(清醒)
742,0,Wake(清醒)
743,0,Wake(清醒)
744,0,Wake(清醒)
745,0,Wake(清醒)
746,0,Wake(清醒)
747,0,Wake(清醒)
748,0,Wake(清醒)
749,0,Wake(清醒)
750,0,Wake(清醒)
751,0,Wake(清醒)
752,0,Wake(清醒)
753,0,Wake(清醒)
754,0,Wake(清醒)
755,0,Wake(清醒)
756,0,Wake(清醒)
757,0,Wake(清醒)
758,0,Wake(清醒)
759,0,Wake(清醒)
760,0,Wake(清醒)
761,0,Wake(清醒)
762,0,Wake(清醒)
763,0,Wake(清醒)
764,0,Wake(清醒)
765,0,Wake(清醒)
766,0,Wake(清醒)
767,0,Wake(清醒)
768,0,Wake(清醒)
769,0,Wake(清醒)
770,0,Wake(清醒)
771,0,Wake(清醒)
772,0,Wake(清醒)
773,0,Wake(清醒)
774,0,Wake(清醒)
775,0,Wake(清醒)
776,0,Wake(清醒)
777,0,Wake(清醒)
778,0,Wake(清醒)
779,0,Wake(清醒)
780,0,Wake(清醒)
781,0,Wake(清醒)
782,0,Wake(清醒)
783,0,Wake(清醒)
784,0,Wake(清醒)
785,0,Wake(清醒)
786,0,Wake(清醒)
787,0,Wake(清醒)
788,0,Wake(清醒)
789,0,Wake(清醒)
790,0,Wake(清醒)
791,0,Wake(清醒)
792,0,Wake(清醒)
793,0,Wake(清醒)
794,0,Wake(清醒)
795,0,Wake(清醒)
796,0,Wake(清醒)
797,0,Wake(清醒)
798,0,Wake(清醒)
799,0,Wake(清醒)
800,0,Wake(清醒)
801,0,Wake(清醒)
802,0,Wake(清醒)
803,0,Wake(清醒)
804,0,Wake(清醒)
805,0,Wake(清醒)
806,0,Wake(清醒)
807,0,Wake(清醒)
808,0,Wake(清醒)
809,0,Wake(清醒)
810,0,Wake(清醒)
811,0,Wake(清醒)
812,0,Wake(清醒)
813,0,Wake(清醒)
814,0,Wake(清醒)
815,0,Wake(清醒)
816,0,Wake(清醒)
817,0,Wake(清醒)
818,0,Wake(清醒)
819,0,Wake(清醒)
820,0,Wake(清醒)
821,0,Wake(清醒)
822,0,Wake(清醒)
823,0,Wake(清醒)
824,0,Wake(清醒)
825,0,Wake(清醒)
826,0,Wake(清醒)
827,0,Wake(清醒)
828,0,Wake(清醒)
829,0,Wake(清醒)
830,0,Wake(清醒)
831,0,Wake(清醒)
832,0,Wake(清醒)
833,0,Wake(清醒)
834,0,Wake(清醒)
835,0,Wake(清醒)
836,0,Wake(清醒)
837,0,Wake(清醒)
838,0,Wake(清醒)
839,0,Wake(清醒)
840,0,Wake(清醒)
841,0,Wake(清醒)
842,0,Wake(清醒)
843,0,Wake(清醒)
844,0,Wake(清醒)
845,0,Wake(清醒)
846,0,Wake(清醒)
847,0,Wake(清醒)
848,0,Wake(清醒)
849,0,Wake(清醒)
850,0,Wake(清醒)
851,0,Wake(清醒)
852,0,Wake(清醒)
853,0,Wake(清醒)
854,0,Wake(清醒)
855,0,Wake(清醒)
856,0,Wake(清醒)
857,0,Wake(清醒)
858,0,Wake(清醒)
859,0,Wake(清醒)
860,0,Wake(清醒)
861,0,Wake(清醒)
862,0,Wake(清醒)
863,0,Wake(清醒)
864,0,Wake(清醒)
865,0,Wake(清醒)
866,0,Wake(清醒)
867,0,Wake(清醒)
868,0,Wake(清醒)
869,0,Wake(清醒)
870,0,Wake(清醒)
871,0,Wake(清醒)
872,0,Wake(清醒)
873,0,Wake(清醒)
874,0,Wake(清醒)
875,0,Wake(清醒)
876,0,Wake(清醒)
877,0,Wake(清醒)
878,0,Wake(清醒)
879,0,Wake(清醒)
880,0,Wake(清醒)
881,0,Wake(清醒)
882,0,Wake(清醒)
883,0,Wake(清醒)
884,0,Wake(清醒)
885,0,Wake(清醒)
886,0,Wake(清醒)
887,0,Wake(清醒)
888,0,Wake(清醒)
889,0,Wake(清醒)
890,0,Wake(清醒)
891,0,Wake(清醒)
892,0,Wake(清醒)
893,0,Wake(清醒)
894,0,Wake(清醒)
895,0,Wake(清醒)
896,0,Wake(清醒)
897,0,Wake(清醒)
898,0,Wake(清醒)
899,0,Wake(清醒)
900,0,Wake(清醒)
901,0,Wake(清醒)
902,0,Wake(清醒)
903,0,Wake(清醒)
904,0,Wake(清醒)
905,0,Wake(清醒)
906,0,Wake(清醒)
907,0,Wake(清醒)
908,0,Wake(清醒)
909,0,Wake(清醒)
910,0,Wake(清醒)
911,0,Wake(清醒)
912,0,Wake(清醒)
913,0,Wake(清醒)
914,0,Wake(清醒)
915,0,Wake(清醒)
916,0,Wake(清醒)
917,0,Wake(清醒)
918,0,Wake(清醒)
919,0,Wake(清醒)
920,0,Wake(清醒)
921,0,Wake(清醒)
922,0,Wake(清醒)
923,0,Wake(清醒)
924,0,Wake(清醒)
925,0,Wake(清醒)
926,0,Wake(清醒)
927,0,Wake(清醒)
928,0,Wake(清醒)
929,0,Wake(清醒)
930,0,Wake(清醒)
931,0,Wake(清醒)
932,0,Wake(清醒)
933,0,Wake(清醒)
934,0,Wake(清醒)
935,0,Wake(清醒)
936,0,Wake(清醒)
937,0,Wake(清醒)
938,0,Wake(清醒)
939,0,Wake(清醒)
940,0,Wake(清醒)
941,0,Wake(清醒)
942,0,Wake(清醒)
943,0,Wake(清醒)
944,0,Wake(清醒)
945,0,Wake(清醒)
946,0,Wake(清醒)
947,0,Wake(清醒)
948,0,Wake(清醒)
949,0,Wake(清醒)
950,0,Wake(清醒)
951,0,Wake(清醒)
952,0,Wake(清醒)
953,0,Wake(清醒)
954,0,Wake(清醒)
955,0,Wake(清醒)
956,0,Wake(清醒)
957,0,Wake(清醒)
958,0,Wake(清醒)
959,0,Wake(清醒)
960,0,Wake(清醒)
961,0,Wake(清醒)
962,0,Wake(清醒)
963,0,Wake(清醒)
964,0,Wake(清醒)
965,0,Wake(清醒)
966,0,Wake(清醒)
967,0,Wake(清醒)
968,0,Wake(清醒)
969,0,Wake(清醒)
970,0,Wake(清醒)
971,0,Wake(清醒)
972,0,Wake(清醒)
973,0,Wake(清醒)
974,0,Wake(清醒)
975,0,Wake(清醒)
976,0,Wake(清醒)
977,0,Wake(清醒)
978,0,Wake(清醒)
979,0,Wake(清醒)
980,0,Wake(清醒)
981,0,Wake(清醒)
982,0,Wake(清醒)
983,0,Wake(清醒)
984,0,Wake(清醒)
985,0,Wake(清醒)
986,0,Wake(清醒)
987,0,Wake(清醒)
988,0,Wake(清醒)
989,0,Wake(清醒)
990,0,Wake(清醒)
991,0,Wake(清醒)
992,0,Wake(清醒)
993,0,Wake(清醒)
994,0,Wake(清醒)
995,0,Wake(清醒)
996,0,Wake(清醒)
997,0,Wake(清醒)
998,0,Wake(清醒)
999,0,Wake(清醒)
1000,0,Wake(清醒)
1001,0,Wake(清醒)
1002,0,Wake(清醒)
1003,0,Wake(清醒)
1004,0,Wake(清醒)
1005,0,Wake(清醒)
1006,0,Wake(清醒)
1007,0,Wake(清醒)
1008,0,Wake(清醒)
1009,0,Wake(清醒)
1010,0,Wake(清醒)
1011,0,Wake(清醒)
1012,0,Wake(清醒)
1013,0,Wake(清醒)
1014,0,Wake(清醒)
1015,0,Wake(清醒)
1016,0,Wake(清醒)
1017,0,Wake(清醒)
1018,0,Wake(清醒)
1019,0,Wake(清醒)
1020,0,Wake(清醒)
1021,0,Wake(清醒)
1022,0,Wake(清醒)
1023,0,Wake(清醒)
1024,0,Wake(清醒)
1025,0,Wake(清醒)
1026,0,Wake(清醒)
1027,0,Wake(清醒)
1028,0,Wake(清醒)
1029,0,Wake(清醒)
1030,0,Wake(清醒)
1031,0,Wake(清醒)
1032,0,Wake(清醒)
1033,0,Wake(清醒)
1034,0,Wake(清醒)
1035,0,Wake(清醒)
1036,0,Wake(清醒)
1037,0,Wake(清醒)
1038,0,Wake(清醒)
1039,0,Wake(清醒)
1040,0,Wake(清醒)
1041,0,Wake(清醒)
1042,0,Wake(清醒)
1043,0,Wake(清醒)
1044,0,Wake(清醒)
1045,0,Wake(清醒)
1046,0,Wake(清醒)
1047,0,Wake(清醒)
1048,0,Wake(清醒)
1049,0,Wake(清醒)
1050,0,Wake(清醒)
1051,0,Wake(清醒)
1052,0,Wake(清醒)
1053,0,Wake(清醒)
1054,0,Wake(清醒)
1055,0,Wake(清醒)
1056,0,Wake(清醒)
1057,0,Wake(清醒)
1058,0,Wake(清醒)
1059,0,Wake(清醒)
1060,0,Wake(清醒)
1061,0,Wake(清醒)
1062,0,Wake(清醒)
1063,0,Wake(清醒)
1064,0,Wake(清醒)
1065,0,Wake(清醒)
1066,0,Wake(清醒)
1067,0,Wake(清醒)
